""	"Júnior Caiçara"	"36"	"107"	"140"	"Brezilya,Bulgaristan"	"Esporte Clube Primavera SAF"	"£14.395"	"D/WB/DM RL"	"57,66"	"57,66"
""	"Jesús Owono"	"24"	"107"	"140"	"Ekvator Ginesi,İspanya,Bask Bölgesi"	"Alavés"	"£254.881"	"GK "	"59,61"	"73,48"
""	"Yuki Kajiura"	"21"	"82"	"140"	"Japonya"	"FC Tokyo"	"£1.057.707"	"DM/M C"	"54,43"	"76,99"
""	"Lucas Mendes"	"35"	"119"	"140"	"Katar,Brezilya"	"Al-Wakrah Sport Club"	"£300.000.000"	"D C"	"64,9"	"64,9"
""	"Dani Benítez"	"38"	"86"	"140"	"İspanya"	"Badajoz"	"£5.247"	"M/AM L"	"55,86"	"55,86"
""	"Iker Losada"	"24"	"126"	"140"	"İspanya"	"Real Hispalis"	"£6.433.846"	"M/AM C"	"65,07"	"68,98"
""	"Ivelin Popov"	"37"	"106"	"140"	"Bulgaristan"	"Arda 1924 Kardzhali"	"£36.958"	"M/AM/ST C"	"58,91"	"58,91"
""	"Àlex Sala"	"24"	"124"	"140"	"İspanya"	"Unione Sportiva Lecce"	"£2.697.643"	"DM/M C"	"62,98"	"68,9"
""	"Alberto Quintana"	"23"	"110"	"140"	"İspanya"	"Antequera C.F."	"£318.712"	"DM/M C"	"61,49"	"74,66"
""	"Gabriel Sigua"	"20"	"108"	"140"	"Gürcistan"	"FC Basel 1893"	"£4.465.198"	"DM/M/AM C"	"60,77"	"74,66"
""	"Romarinho"	"34"	"112"	"140"	"Brezilya"	"INT"	"£94.826"	"AM/ST RC"	"61,76"	"61,76"
""	"Nadir Zortea"	"26"	"136"	"140"	"İtalya"	"Bologna FC 1909"	"£9.344.894"	"D/WB/M R"	"66,6"	"67,17"
""	"Samed Baždar"	"21"	"119"	"140"	"Bosna Hersek,Sırbistan"	"Zaragoza"	"£4.407.455"	"AM/ST RLC"	"60,29"	"69,1"
""	"Miguel Rubio"	"27"	"130"	"140"	"İspanya"	"Espanyol"	"£6.608.070"	"D C"	"67,28"	"69,44"
""	"Toni Fuidias"	"24"	"106"	"140"	"İspanya"	"Girona"	"£706.502"	"GK "	"59,56"	"73,83"
""	"Tommaso Pobega"	"26"	"137"	"140"	"İtalya"	"Casciavit Milano"	"£6.049.447"	"DM/M C"	"66,78"	"67,64"
""	"Roberto Iliev"	"19"	"98"	"140"	"Bulgaristan"	"Slavia Sofia"	"£1.677.423"	"AM/ST RL"	"53,05"	"68,96"
""	"Lennon Miller"	"19"	"126"	"140"	"İskoçya"	"Udinese Calcio"	"£15.814.984"	"DM/M/AM C"	"62,18"	"68,4"
""	"Bruno Henrique"	"35"	"122"	"140"	"Brezilya,İtalya"	"INT"	"£608.398"	"DM/M C"	"61,54"	"61,54"
""	"Petros"	"36"	"107"	"140"	"Brezilya"	""	"£0"	"DM/M C"	"62,87"	"62,87"
""	"Strahinja Rakić"	"19"	"101"	"140"	"Sırbistan"	"FC RFS"	"£206.977"	"DM/M C"	"57,8"	"73,91"
""	"Rodrigo Dourado"	"31"	"127"	"140"	"Brezilya,Meksika"	"Club América"	"£300.000.000"	"DM/M C"	"64,06"	"64,06"
""	"Antonio Aranda"	"24"	"115"	"140"	"İspanya"	"H. Alicante"	"£198.112"	"M/AM LC"	"60,71"	"66,74"
""	"Riccardo Sottil"	"26"	"130"	"140"	"İtalya"	"ACF Fiorentina"	"£5.538.355"	"AM RL"	"63,1"	"64,22"
""	"Daniele Padelli"	"39"	"105"	"140"	"İtalya"	"Udinese Calcio"	"£14.046"	"GK "	"60,17"	"60,17"
""	"Artem Dzyuba"	"37"	"114"	"140"	"Rusya"	"Akron Togliatti"	"£154.587"	"ST "	"62,23"	"62,23"
""	"Carlo Adriano"	"24"	"109"	"140"	"İspanya"	"Querétaro FC"	"£514.418"	"M/AM C"	"59,36"	"67,25"
""	"Louie Barry"	"22"	"118"	"140"	"İngiltere,İrlanda Cumhuriyeti"	"Aston Villa"	"£5.326.667"	"AM/ST RLC"	"59,24"	"66,22"
""	"Ángel Fortuño"	"23"	"121"	"140"	"İspanya"	"Espanyol"	"£2.483.549"	"GK "	"59,78"	"67,78"
""	"Yudai Kimura"	"24"	"120"	"140"	"Japonya"	"Nagoya Grampus"	"£3.155.646"	"ST RL"	"59"	"62,79"
""	"Gabriele Zappa"	"25"	"132"	"140"	"İtalya"	"Cagliari Calcio"	"£7.249.626"	"D/WB/M RC"	"63,64"	"66,37"
""	"Enzo Koffi"	"19"	"105"	"140"	"Fransa,Fildişi Sahilleri"	"Havre AC"	"£3.487.938"	"D/WB/M L"	"56,6"	"70,75"
""	"Vitinho"	"31"	"124"	"140"	"Brezilya"	"COR"	"£1.358.657"	"AM RLC"	"63,05"	"63,05"
""	"Robin Olsen"	"35"	"123"	"140"	"İsveç,Danimarka"	"Malmö FF"	"£300.000.000"	"GK "	"67,56"	"67,56"
""	"André Ayew"	"35"	"114"	"140"	"Gana,Fransa"	"NAC Breda"	"£236.453"	"AM/ST RL"	"60,62"	"60,62"
""	"Samir"	"30"	"122"	"140"	"Brezilya"	"Al-Najmah Saudi Club"	"£7.562.515"	"D C"	"66,29"	"66,29"
""	"Thiago Ribeiro"	"39"	"85"	"140"	"Brezilya"	"Oratório Recreativo Clube"	"£0"	"AM/ST RL"	"53,33"	"53,33"
""	"Damion Downs"	"21"	"122"	"140"	"Amerika Birleşik Devletleri,Almanya"	"Southampton"	"£10.262.667"	"ST RL"	"58,71"	"65,51"
""	"Ryad Boudebouz"	"35"	"111"	"140"	"Cezayir,Fransa"	"Jeunesse Sportive de Kabylie"	"£12.477"	"M/AM RC"	"60,02"	"60,02"
""	"Pablo"	"33"	"119"	"140"	"Brezilya"	"Dynamo Kyiv"	"£1.451.296"	"AM/ST RL"	"60,9"	"60,9"
""	"Volkan Babacan"	"37"	"102"	"140"	"Türkiye"	"Başakşehir Futbol Kulübü"	"£9.437"	"GK "	"58,06"	"58,06"
""	"Alex McCarthy"	"35"	"120"	"140"	"İngiltere,İrlanda Cumhuriyeti"	"Southampton"	"£751.287"	"GK "	"65,72"	"65,72"
""	"Mario Mitaj"	"22"	"124"	"140"	"Arnavutluk,Yunanistan"	"Al-Ittihad Club"	"£36.000.000"	"D/WB/DM L"	"62,62"	"69,77"
""	"Haris Seferovic"	"33"	"113"	"140"	"İsviçre,Bosna Hersek"	"United Football Club Dubai"	"£700.072"	"ST "	"59,52"	"59,52"
""	"Steven Zuber"	"34"	"118"	"140"	"İsviçre"	"APS Atromitos Athens"	"£300.000.000"	"AM LC"	"60,72"	"60,72"
""	"Alex Muralha"	"35"	"115"	"140"	"Brezilya"	"MFC"	"£73.663"	"GK "	"62,06"	"62,06"
""	"Thiago Mendes"	"33"	"124"	"140"	"Brezilya"	"VDG"	"£722.472"	"DM/M C"	"62,13"	"62,13"
""	"Magnus Bech Riisnæs"	"20"	"116"	"140"	"Norveç"	"FK Bodø/Glimt"	"£4.752.009"	"D/M RC"	"60,37"	"70,72"
""	"Carlos Coronel"	"28"	"127"	"140"	"Paraguay,Brezilya,Amerika Birleşik Devletleri"	"SPO"	"£3.380.557"	"GK "	"64"	"67,52"
""	"Dayro Moreno"	"40"	"119"	"140"	"Kolombiya"	"Once Caldas S.A."	"£300.000.000"	"ST "	"62,24"	"62,24"
""	"Marlon"	"30"	"121"	"140"	"Brezilya"	"Shakhtar Donetsk"	"£2.789.448"	"D C"	"64,55"	"64,55"
""	"Juan Larios"	"21"	"114"	"140"	"İspanya"	"Southampton"	"£4.898.827"	"D/WB L"	"61,56"	"72,99"
""	"Marcão"	"29"	"133"	"140"	"Brezilya,İspanya"	"Sevilla"	"£14.287.930"	"D C"	"69,21"	"69,73"
""	"Ramiro"	"32"	"120"	"140"	"Brezilya,İtalya"	"FC Dallas"	"£1.228.517"	"M RC"	"62,52"	"62,52"
""	"Odion Ighalo"	"36"	"112"	"140"	"Nijerya,İtalya"	"Rosenborg BK"	"£217.349"	"ST "	"60,38"	"60,38"
""	"Cédric Nuozzi"	"19"	"110"	"140"	"Belçika"	"Futebol Clube de Alverca - SAD"	"£7.985.270"	"AM RL"	"59,19"	"71,87"
""	"Sékou Sanogo"	"36"	"100"	"140"	"Fildişi Sahilleri,Sırbistan"	"FK Novi Pazar"	"£25.913"	"DM/M C"	"62,18"	"62,18"
""	"Ahmed Hegazy"	"34"	"124"	"140"	"Mısır"	"Neom Sports Club"	"£868.032"	"D C"	"70,45"	"70,45"
""	"Ricardo Alba"	"23"	"93"	"140"	"Meksika"	"Tigres de Álica Fútbol Club"	"£11.793"	"ST "	"53,81"	"67,66"
""	"Gianluca Gaetano"	"25"	"125"	"140"	"İtalya"	"Cagliari Calcio"	"£4.137.821"	"M/AM C"	"64,39"	"67,49"
""	"Baghdad Bounedjah"	"33"	"130"	"140"	"Cezayir"	"Al-Shamal Sports Club"	"£300.000.000"	"ST "	"65,62"	"65,62"
""	"Emmanuel Agbadou"	"28"	"136"	"140"	"Fildişi Sahilleri"	"Beşiktaş A.Ş."	"£12.768.136"	"D RC"	"69,16"	"69,75"
""	"Ousmane Diakité"	"25"	"123"	"140"	"Mali"	"West Bromwich Albion"	"£8.320.290"	"DM C"	"64,07"	"69,9"
""	"Lucas Fernandes"	"31"	"127"	"140"	"Japonya,Brezilya"	"Cerezo Osaka"	"£387.486"	"M/AM RC"	"59,95"	"59,95"
""	"Aké Loba"	"27"	"113"	"140"	"Fildişi Sahilleri"	"Al-Shomooa Sports Club"	"£0"	"ST "	"59,76"	"59,76"
""	"Issouf Sissokho"	"23"	"116"	"140"	"Mali"	"Maccabi Tel-Aviv"	"£669.178"	"DM/M C"	"65"	"76,14"
""	"Trey Kongolo"	"18"	"96"	"140"	"Belçika"	"KAA Gent"	"£2.510.520"	"D C"	"55,4"	"72,81"
""	"Luiz Araújo"	"29"	"132"	"140"	"Brezilya"	"FLA"	"£14.569.544"	"AM RL"	"65,05"	"65,05"
""	"Bamba Dieng"	"25"	"125"	"140"	"Senegal"	"FC Lorient"	"£3.556.037"	"AM/ST L"	"64,33"	"66,6"
""	"Musa Barrow"	"26"	"135"	"140"	"Gambiya"	"Al-Taawoun Football Club"	"£27.940.982"	"AM/ST L"	"67,19"	"67,55"
""	"Thiago Maia"	"28"	"128"	"140"	"Brezilya"	"INT"	"£9.198.831"	"DM/M LC"	"65,61"	"67,29"
""	"Léo Pereira"	"29"	"138"	"140"	"Brezilya"	"FLA"	"£18.138.088"	"D C"	"70,4"	"70,55"
""	"Ahmed Musa"	"32"	"94"	"140"	"Nijerya"	"Kano Pillars F.C."	"£41.461"	"AM/ST RL"	"57,14"	"57,14"
""	"Gabriel Strefezza"	"28"	"125"	"140"	"Brezilya,İtalya"	"Olympiacos SF Piraeus"	"£6.501.375"	"M/AM RL"	"62,02"	"62,02"
""	"Baba Rahman"	"31"	"122"	"140"	"Gana"	"AS PAOK Salonika"	"£1.339.787"	"D/WB L"	"62,45"	"62,45"
""	"Roger Assalé"	"31"	"101"	"140"	"Fildişi Sahilleri"	"Al-Shomooa Sports Club"	"£0"	"AM RL"	"55,62"	"55,62"
""	"Anderson Niangbo"	"25"	"105"	"140"	"Fildişi Sahilleri"	""	"£0"	"AM/ST RL"	"58"	"62,97"
""	"Moses Simon"	"30"	"133"	"140"	"Nijerya,Fransa"	"Paris FC"	"£10.405.806"	"AM L"	"65,61"	"65,61"
""	"Trezeguet"	"31"	"130"	"140"	"Mısır"	"Al-Ahly Sporting Club"	"£12.405.543"	"M/AM RL"	"65,95"	"65,95"
""	"Joseph Aidoo"	"30"	"128"	"140"	"Gana"	"Vigo"	"£6.406.468"	"D C"	"68,66"	"68,66"
""	"Moussa Wagué"	"26"	"105"	"140"	"Senegal"	"MGS Panserraikos"	"£195.525"	"D/WB/M R"	"56,23"	"63,25"
""	"Michael Olunga"	"31"	"125"	"140"	"Kenya"	"Al-Arabi Sports Club"	"£300.000.000"	"ST "	"61,81"	"61,81"
""	"Alessandro Zanoli"	"24"	"124"	"140"	"İtalya"	"Parthenope"	"£1.167.845"	"D/WB RC"	"61,99"	"67,87"
""	"Luiz Felipe"	"28"	"129"	"140"	"İtalya,Brezilya"	"Vallecano"	"£3.567.238"	"D C"	"70,1"	"71,61"
""	"William"	"30"	"136"	"140"	"Brezilya"	"CEC"	"£15.095.823"	"D/WB RL"	"64,44"	"64,44"
""	"Denil Castillo"	"21"	"119"	"140"	"Ekvador"	"Football Club Midtjylland"	"£5.261.373"	"DM/M C"	"62,85"	"72,28"
""	"Niccolò Pierozzi"	"24"	"121"	"140"	"İtalya"	"Palermo F.C."	"£1.433.264"	"D/WB RL"	"61,56"	"68,95"
""	"Guilherme Arana"	"28"	"134"	"140"	"Brezilya"	"FLU"	"£17.149.804"	"D/WB/M L"	"66,51"	"66,51"
""	"Hayate Matsuda"	"22"	"120"	"140"	"Japonya"	"Hannover 96"	"£2.592.621"	"D/WB RL"	"61,23"	"69,1"
""	"Abdülkerim Bardakcı"	"31"	"135"	"140"	"Türkiye"	"Galatasaray A.Ş."	"£6.387.428"	"D C"	"70,5"	"70,5"
""	"Victor Ozhianvuna"	"16"	"89"	"140"	"İrlanda Cumhuriyeti"	"Shamrock Rovers"	"£1.913.172"	"AM RLC"	"53,25"	"72,65"
""	"Julian Pauli"	"20"	"114"	"140"	"Almanya,İngiltere"	"1. FC Köln"	"£3.612.384"	"D C"	"64,21"	"76,13"
""	"Jackson Muleka"	"25"	"125"	"140"	"Kongo Demokratik Cumhuriyeti"	"Konyaspor"	"£7.508.436"	"AM/ST L"	"64,95"	"67,57"
""	"Edward Chilufya"	"26"	"114"	"140"	"Zambiya"	"Football Club Midtjylland"	"£720.732"	"AM RL"	"58,52"	"61,2"
""	"Youcef Atal"	"29"	"126"	"140"	"Cezayir"	"Al-Sadd Sports Club"	"£7.349.147"	"D/WB/M R"	"63,49"	"63,49"
""	"Ayoub El Kaabi"	"32"	"140"	"140"	"Fas"	"Olympiacos SF Piraeus"	"£7.109.458"	"ST "	"67,57"	"67,57"
""	"Paulinho"	"30"	"120"	"140"	"Brezilya"	"Football Club Midtjylland"	"£619.355"	"D/WB L"	"62,78"	"62,78"
""	"Ozan Tufan"	"30"	"120"	"140"	"Türkiye"	"Trabzonspor A.Ş."	"£2.566.226"	"DM/M/AM RC"	"60,49"	"60,49"
""	"Tommaso Barbieri"	"23"	"128"	"140"	"İtalya"	"U.S. Cremonese"	"£3.728.938"	"D/WB/M R"	"63,89"	"69,25"
""	"Mohamed Camara"	"25"	"130"	"140"	"Mali"	"Al-Sadd Sports Club"	"£12.444.794"	"DM/M C"	"65,51"	"69,02"
""	"Matheus Pereira"	"27"	"130"	"140"	"Brezilya"	"FOR"	"£12.389.820"	"DM/M C"	"64,99"	"65,68"
""	"Carlos Espí"	"20"	"115"	"140"	"İspanya"	"Levante"	"£8.365.521"	"ST "	"59,33"	"69,93"
""	"Simone Trimboli"	"23"	"121"	"140"	"İtalya"	"Mantova 1911"	"£2.273.585"	"DM/M C"	"64,58"	"71,16"
""	"Matteo Angeli"	"22"	"113"	"140"	"İtalya"	"A.S. Cittadella S.R.L."	"£2.061.133"	"D C"	"60,3"	"71,93"
""	"Nathaniel Adjei"	"23"	"115"	"140"	"Gana"	"FC Lorient"	"£1.827.393"	"D RC"	"64,26"	"75,73"
""	"Onuche Ogbelu"	"22"	"123"	"140"	"Nijerya"	"Espérance Sportive de Tunis"	"£143.104"	"DM/M C"	"65,37"	"73,31"
""	"Hicham Boudaoui"	"26"	"131"	"140"	"Cezayir,Fransa"	"OGC Nice"	"£3.265.143"	"DM/M C"	"66,44"	"67,73"
""	"Leo Salazar"	"18"	"104"	"140"	"İspanya"	"Espanyol"	"£4.134.364"	"M/AM RLC"	"59,29"	"74,53"
""	"Mattia Felici"	"24"	"124"	"140"	"İtalya"	"Cagliari Calcio"	"£2.521.483"	"M/AM RLC"	"60,03"	"64,15"
""	"Michel Ndary Adopo"	"25"	"134"	"140"	"Fransa"	"Cagliari Calcio"	"£6.155.584"	"DM/M C"	"67,15"	"69,31"
""	"Silvio Romero"	"37"	"110"	"140"	"Arjantin"	""	"£0"	"ST "	"61,22"	"61,22"
""	"Allan"	"28"	"126"	"140"	"Brezilya"	"FLA"	"£2.622.959"	"DM C"	"63,6"	"65,27"
""	"Diego Costa"	"26"	"136"	"140"	"Brezilya"	"FC Krasnodar"	"£7.896.869"	"D C"	"66,07"	"67,21"
""	"Abdülkadir Ömür"	"26"	"115"	"140"	"Türkiye"	"Hull City"	"£2.968.350"	"M/AM RLC"	"62,59"	"65,95"
""	"Hugo Souza"	"26"	"133"	"140"	"Brezilya"	"COR"	"£12.949.528"	"GK "	"66,61"	"69,58"
""	"Franco Vázquez"	"36"	"125"	"140"	"Arjantin,İtalya"	"Club Atlético Belgrano"	"£300.000.000"	"AM/ST C"	"67,15"	"67,15"
""	"Bernardo"	"30"	"140"	"140"	"Brezilya"	"TSG 1899 Hoffenheim"	"£10.407.123"	"D LC"	"71,83"	"71,83"
""	"Alessandro Fontanarosa"	"22"	"112"	"140"	"İtalya"	"Unione Sportiva Avellino 1912"	"£1.438.904"	"D LC"	"61,78"	"74,14"
""	"Samuel Giovane"	"22"	"114"	"140"	"İtalya"	"Bergamo"	"£2.761.140"	"DM/M LC"	"61,07"	"71,27"
""	"Julio Furch"	"36"	"114"	"140"	"Arjantin"	"Club Social y Deportivo Winifreda"	"£254.077"	"ST "	"59,57"	"59,57"
""	"Yusuf Yazıcı"	"28"	"124"	"140"	"Türkiye"	"Olympiacos SF Piraeus"	"£5.250.055"	"AM/ST RC"	"65,95"	"65,95"
""	"Berke Özer"	"25"	"131"	"140"	"Türkiye"	"LOSC Lille"	"£4.708.846"	"GK "	"65,44"	"69,61"
""	"Ryan Andrews"	"21"	"117"	"140"	"İngiltere,Barbados"	"BSC Young Boys"	"£4.465.198"	"D/WB R"	"60,33"	"70,24"
""	"Rayhan Momade"	"19"	"88"	"140"	"Portekiz,Mozambik"	"Sporting Clube de Portugal"	"£1.529.645"	"D/WB RL"	"55,42"	"76,01"
""	"Edoardo Pieragnolo"	"22"	"114"	"140"	"İtalya"	"U.S. Sassuolo Calcio"	"£2.586.138"	"D/WB L"	"62,12"	"72,51"
""	"Ayrton Lucas"	"28"	"130"	"140"	"Brezilya"	"FLA"	"£12.825.280"	"D/WB L"	"65,57"	"65,57"
""	"Mohamed Alì Zoma"	"21"	"118"	"140"	"Burkina Faso,Fildişi Sahilleri,İtalya"	"1. FC Nürnberg"	"£1.926.843"	"AM/ST L"	"60,62"	"69,37"
""	"Federico Zuccon"	"22"	"112"	"140"	"İtalya"	"Bergamo"	"£2.586.138"	"DM/M C"	"60,09"	"72,11"
""	"Guido Carrillo"	"34"	"123"	"140"	"Arjantin,İtalya"	"Club Estudiantes de La Plata"	"£300.000.000"	"ST "	"62,33"	"62,33"
""	"Ramiro Funes Mori"	"34"	"118"	"140"	"Arjantin,Amerika Birleşik Devletleri"	"Club Estudiantes de La Plata"	"£368.781"	"D C"	"65,64"	"65,64"
""	"Guillermo Fernández"	"33"	"118"	"140"	"Arjantin"	"Club Atlético Rosario Central"	"£588.680"	"M C"	"61,44"	"61,44"
""	"Rodrigo Battaglia"	"34"	"123"	"140"	"Arjantin,İtalya"	"Club Atlético Boca Juniors"	"£402.201"	"D/DM/M C"	"66,49"	"66,49"
""	"Tuta"	"26"	"133"	"140"	"Brezilya"	"Al-Duhail Sports Club"	"£23.012.656"	"D RC"	"69,11"	"71,18"
""	"Nicolai Remberg"	"25"	"131"	"140"	"Almanya"	"Hamburger Sport-Verein"	"£5.681.918"	"DM/M C"	"70,64"	"74,05"
""	"Rúben Correia"	"16"	"75"	"140"	"Portekiz,Yeşil Burun Adaları"	"Sport Lisboa e Benfica"	"£2.742.992"	"DM/M C"	"51,74"	"75,77"
""	"Emirhan Topçu"	"24"	"126"	"140"	"Türkiye"	"Beşiktaş A.Ş."	"£4.701.950"	"D C"	"67,43"	"73,49"
""	"Harrison McMahon"	"19"	"95"	"140"	"İskoçya,İngiltere"	"Chelsea"	"£470.583"	"DM/M/AM C"	"56,79"	"75,04"
""	"Gui Meira"	"20"	"96"	"140"	"Brezilya"	"CEC"	"£3.635.499"	"M/AM LC"	"54,91"	"72,16"
""	"Rıdvan Yılmaz"	"24"	"120"	"140"	"Türkiye"	"Beşiktaş A.Ş."	"£1.942.346"	"D/WB/M L"	"63,92"	"69,39"
""	"Siviwe Nkwali"	"20"	"99"	"140"	"Güney Afrika"	"Stellenbosch Football Club"	"£181.592"	"D RC"	"53,68"	"69,4"
""	"Seydou Fini"	"19"	"112"	"140"	"İtalya,Fildişi Sahilleri"	"Genoa Cricket and Football Club"	"£3.593.370"	"AM/ST RL"	"59,52"	"71,43"
""	"Salvador Blopá"	"18"	"116"	"140"	"Portekiz,Gine-Bissau"	"Sporting Clube de Portugal"	"£4.744.495"	"D/WB/M/AM RL"	"54,76"	"64,15"
""	"Paul Nsio"	"19"	"78"	"140"	"İngiltere,Kongo Demokratik Cumhuriyeti"	"Rangers"	"£472.000"	"DM/M C"	"50,49"	"72,66"
""	"Enis Destan"	"23"	"115"	"140"	"Türkiye"	"Hull City"	"£4.710.800"	"ST "	"59,38"	"66,36"
""	"Manu Bueno"	"21"	"120"	"140"	"İspanya"	"Sevilla"	"£7.743.293"	"M C"	"62,19"	"71,07"
""	"Maksym Koval"	"32"	"105"	"140"	"Ukrayna"	"Chornomorets Odesa"	"£1.742.337"	"GK "	"58,94"	"58,94"
""	"Oleksandr Karavaiev"	"33"	"115"	"140"	"Ukrayna"	"Dynamo Kyiv"	"£1.731.415"	"D/WB/M/AM R"	"59,1"	"59,1"
""	"Roman Yaremchuk"	"29"	"125"	"140"	"Ukrayna"	"Olympiacos SF Piraeus"	"£5.189.388"	"ST "	"64,48"	"64,48"
""	"Stiven Shpendi"	"22"	"117"	"140"	"Arnavutluk,İtalya"	"Empoli Football Club"	"£2.761.140"	"AM/ST RLC"	"60,29"	"68,24"
""	"Andrés Chávez"	"34"	"96"	"140"	"Arjantin"	"Club Social, Cultural y Deportivo Blooming"	"£12.748"	"ST "	"56,71"	"56,71"
""	"Genki Haraguchi"	"34"	"113"	"140"	"Japonya"	"K Beerschot Voetbalclub Antwerpen"	"£100.418"	"M/AM LC"	"59,16"	"59,16"
""	"Takashi Usami"	"33"	"126"	"140"	"Japonya"	"Gamba Osaka"	"£214.874"	"AM/ST LC"	"62,28"	"62,28"
""	"Jan Faberski"	"19"	"111"	"140"	"Polonya"	"AFC Ajax"	"£7.354.399"	"AM RLC"	"58,16"	"70,21"
""	"Gaku Shibasaki"	"33"	"109"	"140"	"Japonya"	"Kashima Antlers"	"£66.452"	"DM C"	"61,17"	"61,17"
""	"Giuliano Foro"	"18"	"68"	"140"	"İsviçre"	"FC Winterthur"	"£149.666"	"M C"	"46,82"	"70,9"
""	"Yuto Suzuki"	"31"	"124"	"140"	"Japonya"	"Shonan Bellmare"	"£300.000.000"	"D/WB/M R"	"62,52"	"62,52"
""	"Naomichi Ueda"	"30"	"127"	"140"	"Japonya"	"Kashima Antlers"	"£3.683.145"	"D C"	"67,77"	"67,77"
""	"Lucas Zelarayán"	"33"	"128"	"140"	"Ermenistan,Arjantin"	"Club Atlético Belgrano"	"£300.000.000"	"M/AM LC"	"65,29"	"65,29"
""	"Yoshinori Suzuki"	"33"	"125"	"140"	"Japonya"	"Kyoto Sanga F.C."	"£275.003"	"D L"	"65,37"	"65,37"
""	"Arthur Chaves"	"24"	"130"	"140"	"Brezilya,İtalya,Almanya"	"TSG 1899 Hoffenheim"	"£4.765.650"	"D RC"	"69,06"	"73,5"
""	"Ao Tanaka"	"27"	"140"	"140"	"Japonya"	"Leeds United"	"£31.682.500"	"DM/M C"	"68,84"	"68,84"
""	"Ayumu Seko"	"25"	"128"	"140"	"Japonya"	"Havre AC"	"£2.814.155"	"D/DM C"	"66,19"	"70,44"
""	"Oleh Ocheretko"	"22"	"128"	"140"	"Ukrayna"	"Shakhtar Donetsk"	"£21.361.950"	"M/AM RLC"	"65,07"	"70,09"
""	"Vladyslav Vanat"	"23"	"131"	"140"	"Ukrayna"	"Girona"	"£12.040.821"	"ST "	"65,33"	"67,85"
""	"Vefa Temel"	"22"	"90"	"140"	"Türkiye"	"İstanbulspor A.Ş."	"£373.336"	"M/AM C"	"54,83"	"72,45"
""	"Tetsushi Yamakawa"	"28"	"131"	"140"	"Japonya"	"Vissel Kobe"	"£2.977.777"	"D C"	"69,11"	"70,44"
""	"Kosei Tani"	"24"	"133"	"140"	"Japonya"	"FC Machida Zelvia"	"£2.745.173"	"GK "	"65,39"	"68,62"
""	"Juanma Herzog"	"21"	"118"	"140"	"İspanya,Almanya"	"Las Palmas"	"£3.411.888"	"D C"	"64,16"	"74,24"
""	"Ryo Germain"	"30"	"126"	"140"	"Japonya,Amerika Birleşik Devletleri"	"Sanfrecce Hiroshima"	"£2.315.066"	"ST RC"	"61,95"	"61,95"
""	"Lucien Mahovo"	"20"	"111"	"140"	"İngiltere,Zimbabve"	"Norwich City"	"£5.600.000"	"D L"	"63,47"	"76,61"
""	"Boniface Nduka"	"29"	"115"	"140"	"Japonya,Nijerya"	"Yokohama FC"	"£2.233.330"	"D C"	"66,04"	"67,81"
""	"Juan Dinenno"	"31"	"127"	"140"	"Arjantin,İtalya"	"Club Profesional Deportivo Cali S.A."	"£300.000.000"	"ST "	"65,05"	"65,05"
""	"Tim Ream"	"37"	"129"	"140"	"Amerika Birleşik Devletleri"	"Charlotte Football Club"	"£300.000.000"	"D LC"	"68,42"	"68,42"
""	"Tetê"	"25"	"131"	"140"	"Brezilya"	"GRE"	"£9.315.656"	"AM RC"	"65,62"	"67,32"
""	"Roger Martínez"	"31"	"129"	"140"	"Kolombiya"	"Al-Taawoun Football Club"	"£300.000.000"	"ST "	"65,67"	"65,67"
""	"Koki Saito"	"24"	"121"	"140"	"Japonya"	"Queens Park Rangers"	"£4.534.193"	"AM LC"	"63,58"	"68,76"
""	"Ryuya Nishio"	"24"	"129"	"140"	"Japonya"	"Cerezo Osaka"	"£979.376"	"D RC"	"66,49"	"71,19"
""	"Yukinari Sugawara"	"25"	"132"	"140"	"Japonya"	"Southampton"	"£24.225.300"	"D/WB R"	"64,76"	"66,43"
""	"Kaito Yasui"	"25"	"126"	"140"	"Japonya"	"Urawa Reds"	"£2.951.203"	"DM C"	"64,95"	"67,87"
""	"Matheus Bueno"	"27"	"120"	"140"	"Brezilya"	"Shimizu S-Pulse"	"£127.725"	"DM/M/AM C"	"64,78"	"68,28"
""	"Ilian Mhand"	"20"	"97"	"140"	"Belçika,Fas"	"Paris Saint-Germain"	"£299.014"	"AM RC"	"54,52"	"71,27"
""	"Keisuke Kurokawa"	"28"	"114"	"140"	"Japonya"	"D.C. United"	"£1.349.174"	"D/WB/M L"	"59,75"	"60,93"
""	"Ikuma Sekigawa"	"25"	"119"	"140"	"Japonya"	"Kashima Antlers"	"£3.092.695"	"D C"	"61,82"	"68,78"
""	"Ayase Ueda"	"27"	"140"	"140"	"Japonya"	"Feyenoord Rotterdam"	"£22.808.580"	"ST "	"66,38"	"66,38"
""	"Tshepo Mashiloane"	"23"	"102"	"140"	"Güney Afrika"	"Orlando Pirates Football Club"	"£53.509"	"D RC"	"55,25"	"70,24"
""	"Bruno Gomes"	"24"	"125"	"140"	"Brezilya,İtalya"	"INT"	"£8.099.061"	"DM/M RC"	"63,04"	"69,12"
""	"Lucas Piton"	"24"	"130"	"140"	"İtalya,Brezilya"	"VDG"	"£10.194.723"	"D/WB L"	"67,26"	"70,15"
""	"Jill Stiel"	"17"	"99"	"140"	"İsviçre"	"FC Zürich"	"£1.892.655"	"DM/M C"	"58,02"	"75,01"
